dataset,count,comparison,metric,paired_mean_difference,bootstrap_95_low,bootstrap_95_high,DT_better_direction
vt_h10_c1,100,DT - FT_K3,recovery_attribution_seconds,-2.335626921840012,-3.5859682205254213,-1.2192308866940442,negative
hotpotqa_long,48,DT - FT_K1,recall,0.18055555555555558,0.10759548611111114,0.2552517361111105,positive
hotpotqa_long,48,DT - FT_K1,rise,-0.024826310874873164,-0.04561938110995982,-0.002217413122050514,negative
hotpotqa_long,48,DT - FT_K1,mas,-0.0036949685811198812,-0.04031499038734257,0.034195557642431346,negative
hotpotqa_long,48,DT - FT_K1,attribution_seconds,-8.906751844023043,-11.65514752010155,-6.14692466587294,negative
hotpotqa_long,48,DT - FT_K1,recovery_attribution_seconds,0.3227408543849985,0.14286530881654472,0.4609967026743105,negative
hotpotqa_long,48,DT - ifr-tokenwise,recall,0.18055555555555555,0.10590277777777779,0.2552083333333333,positive
hotpotqa_long,48,DT - ifr-tokenwise,rise,-0.05306509337823517,-0.08201614695712177,-0.024469204734129137,negative
hotpotqa_long,48,DT - ifr-tokenwise,mas,-0.04126687228248276,-0.08637645663244409,0.004606929509337162,negative
hotpotqa_long,48,DT - ifr-tokenwise,attribution_seconds,-1.4498394480906427,-2.278336891817162,-0.7905139093772353,negative
hotpotqa_long,48,DT - ifr-tokenwise,recovery_attribution_seconds,-7.7463159372564405,-9.525001907831758,-6.190143211651593,negative
hotpotqa_long,48,DT - FT_K3,recall,0.19444444444444445,0.11979166666666667,0.2708333333333333,positive
hotpotqa_long,48,DT - FT_K3,attribution_seconds,-0.22749689671521386,-0.43223403833496077,-0.06300227899337194,negative
hotpotqa_long,48,DT - FT_K3,recovery_attribution_seconds,-3.7310737904626876,-4.460129977091371,-3.1550346188402427,negative
math,100,DT - FT_K1,rise,-0.10266759543142104,-0.11817100536610937,-0.08774754738292943,negative
math,100,DT - FT_K1,mas,-0.12051527064820008,-0.1435247992536319,-0.09747055894157572,negative
math,100,DT - FT_K1,attribution_seconds,-13.455574253574014,-14.88020234821178,-11.95301506211143,negative
math,100,DT - ifr-tokenwise,rise,-0.1177202415092348,-0.13374148115467652,-0.1017918568214253,negative
math,100,DT - ifr-tokenwise,mas,-0.15613022043743788,-0.18101932006844704,-0.1312488198249441,negative
math,100,DT - ifr-tokenwise,attribution_seconds,0.042919896207749844,-0.1687438954897225,0.16301916482299564,negative
morehopqa,95,DT - FT_K1,rise,-0.052700032253197616,-0.06371483964232089,-0.04178272707132816,negative
morehopqa,95,DT - FT_K1,mas,-0.06284882328732752,-0.07964053775768949,-0.04500885034538868,negative
morehopqa,95,DT - FT_K1,attribution_seconds,-11.2417086308724,-12.881053401967021,-9.538321317364707,negative
morehopqa,95,DT - ifr-tokenwise,rise,-0.0735157038708441,-0.08833212593108804,-0.0589658760989687,negative
morehopqa,95,DT - ifr-tokenwise,mas,-0.0847656720063713,-0.10574500844249446,-0.06407489046473996,negative
morehopqa,95,DT - ifr-tokenwise,attribution_seconds,-0.5561765728812469,-0.695143033195483,-0.42185479000112736,negative
