family,attr_func,phase,repeat,target_input_tokens,target_output_tokens,target_total_tokens,actual_input_tokens,actual_output_tokens,actual_total_tokens,actual_formatted_prompt_tokens,actual_generation_tokens,time_sec,status,error,peak_mem_gb,peak_allocated_gb,peak_mem_reserved_gb,peak_mem_by_device_gb,runner_init_seconds,input_sha256,resident_before,resident_after,process_memory,runtime_cost,job
qwen3,ifr_multi_hop,measured,3,128,32,160,128,32,158,125,33,0.19068169593811035,ok,,16.951279616,16.918581248,16.951279616,"{""0"":{""allocated_gb"":16.918581248,""reserved_gb"":16.951279616}}",0.0011868607252836227,a002b2c300403d22f024d37a8eb24b2994dfd672408380e860bb7cd6fb8d31bd,"{""allocated_bytes"":16449652736,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449655296,""reserved_bytes"":16951279616}","{""rss_current_bytes"":10552176640,""rss_process_highwater_bytes"":13757476864}",{},ifr_multi_hop_128
qwen3,ifr_multi_hop,measured,4,128,32,160,128,32,158,125,33,0.21834588050842285,ok,,16.951279616,16.918581248,16.951279616,"{""0"":{""allocated_gb"":16.918581248,""reserved_gb"":16.951279616}}",0.0011943578720092773,a002b2c300403d22f024d37a8eb24b2994dfd672408380e860bb7cd6fb8d31bd,"{""allocated_bytes"":16449652736,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449655296,""reserved_bytes"":16951279616}","{""rss_current_bytes"":10552176640,""rss_process_highwater_bytes"":13757476864}",{},ifr_multi_hop_128
qwen3,ifr_multi_hop,warm,0,256,32,288,256,32,265,232,33,0.894474983215332,ok,,17.73142016,17.118296064,17.73142016,"{""0"":{""allocated_gb"":17.118296064,""reserved_gb"":17.73142016}}",0.001164490357041359,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16382547968,""reserved_bytes"":16485711872}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10563313664,""rss_process_highwater_bytes"":13755752448}",{},ifr_multi_hop_256
qwen3,ifr_multi_hop,warm,1,256,32,288,256,32,265,232,33,0.2744326591491699,ok,,17.230200832,17.118296064,17.230200832,"{""0"":{""allocated_gb"":17.118296064,""reserved_gb"":17.230200832}}",0.0016460120677947998,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16449656832,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10564214784,""rss_process_highwater_bytes"":13755752448}",{},ifr_multi_hop_256
qwen3,ifr_multi_hop,measured,2,256,32,288,256,32,265,232,33,0.27415037155151367,ok,,17.230200832,17.118296064,17.230200832,"{""0"":{""allocated_gb"":17.118296064,""reserved_gb"":17.230200832}}",0.0012111831456422806,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16449656832,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10564218880,""rss_process_highwater_bytes"":13755752448}",{},ifr_multi_hop_256
qwen3,ifr_multi_hop,measured,3,256,32,288,256,32,265,232,33,0.2670118808746338,ok,,17.230200832,17.118296064,17.230200832,"{""0"":{""allocated_gb"":17.118296064,""reserved_gb"":17.230200832}}",0.0013749431818723679,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16449656832,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10564218880,""rss_process_highwater_bytes"":13755752448}",{},ifr_multi_hop_256
qwen3,ifr_multi_hop,measured,4,256,32,288,256,32,265,232,33,0.26706790924072266,ok,,17.230200832,17.118296064,17.230200832,"{""0"":{""allocated_gb"":17.118296064,""reserved_gb"":17.230200832}}",0.001216268166899681,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16449656832,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10564218880,""rss_process_highwater_bytes"":13755752448}",{},ifr_multi_hop_256
qwen3,ifr_multi_hop_both,warm,0,256,32,288,256,32,265,232,33,0.9263591766357422,ok,,17.73142016,17.118198784,17.73142016,"{""0"":{""allocated_gb"":17.118198784,""reserved_gb"":17.73142016}}",0.0011284444481134415,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16382547968,""reserved_bytes"":16485711872}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10552512512,""rss_process_highwater_bytes"":13756125184}",{},ifr_multi_hop_both_256
qwen3,ifr_multi_hop_both,warm,1,256,32,288,256,32,265,232,33,0.2817986011505127,ok,,17.230200832,17.118198784,17.230200832,"{""0"":{""allocated_gb"":17.118198784,""reserved_gb"":17.230200832}}",0.001237211748957634,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16449656832,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10554507264,""rss_process_highwater_bytes"":13756125184}",{},ifr_multi_hop_both_256
qwen3,ifr_multi_hop_both,measured,2,256,32,288,256,32,265,232,33,0.27699708938598633,ok,,17.230200832,17.118198784,17.230200832,"{""0"":{""allocated_gb"":17.118198784,""reserved_gb"":17.230200832}}",0.0013256873935461044,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16449656832,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10554511360,""rss_process_highwater_bytes"":13756125184}",{},ifr_multi_hop_both_256
qwen3,ifr_multi_hop_both,measured,3,256,32,288,256,32,265,232,33,0.27881741523742676,ok,,17.230200832,17.118198784,17.230200832,"{""0"":{""allocated_gb"":17.118198784,""reserved_gb"":17.230200832}}",0.0011750366538763046,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16449656832,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10554511360,""rss_process_highwater_bytes"":13756125184}",{},ifr_multi_hop_both_256
qwen3,ifr_multi_hop_both,measured,4,256,32,288,256,32,265,232,33,0.2793691158294678,ok,,17.230200832,17.118198784,17.230200832,"{""0"":{""allocated_gb"":17.118198784,""reserved_gb"":17.230200832}}",0.0014135632663965225,e5f3a5e3a4ba79e036c150e73f3864fdca5f8a8b13e43e2bafb51b3fc5d39b40,"{""allocated_bytes"":16449656832,""reserved_bytes"":16552820736}","{""allocated_bytes"":16449661440,""reserved_bytes"":17230200832}","{""rss_current_bytes"":10554511360,""rss_process_highwater_bytes"":13756125184}",{},ifr_multi_hop_both_256
