dataset,index,span_index,gold_tokens,answer_tokens,answer,snippet,positive_gold_mass,negative_gold_mass,DT_recall,FT_recall,DT_sentence_positive_recall,DT_sentence_absolute_recall,FT_sentence_positive_recall,shuffled_DT_sentence_recall,DT_scope_recall,DT_scope_sentence_recall,FT_scope_recall,FT_scope_sentence_recall
niah_mq_q2,12,1,21,7,7728339,One of the special magic numbers for fallacious-crowd is: 7728339.,30.4453067779541,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.0,0.2857142857142857,0.3333333333333333
niah_mq_q2,13,0,18,7,9164991,One of the special magic numbers for narrow-ticket is: 9164991.,58.428897857666016,1.855096459388733,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.9444444444444444
niah_mq_q2,13,1,22,7,5785687,One of the special magic numbers for onerous-insolence is: 5785687.,28.2956485748291,2.6059584617614746,0.9545454545454546,0.8181818181818182,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.0,0.9545454545454546,0.9545454545454546,0.8181818181818182,0.9545454545454546
niah_mq_q2,14,0,19,7,1959074,One of the special magic numbers for hurried-planet is: 1959074.,56.066463470458984,0.0,1.0,0.6842105263157895,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,1.0,0.9473684210526315,0.6842105263157895,0.9473684210526315
niah_mq_q2,14,1,21,7,2022698,One of the special magic numbers for aware-echidna is: 2022698.,28.690431594848633,0.0,0.9047619047619048,0.7142857142857143,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.0,0.9047619047619048,0.9523809523809523,0.7142857142857143,0.9523809523809523
niah_mq_q2,15,0,20,7,3011363,One of the special magic numbers for melted-carpenter is: 3011363.,22.735336303710938,0.0,0.2,0.35,0.0,0.0,0.3,0.2,0.2,0.0,0.35,0.3
niah_mq_q2,15,1,21,7,5130808,One of the special magic numbers for skillful-councilman is: 5130808.,52.289581298828125,0.0,0.7142857142857143,0.19047619047619047,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.19047619047619047,0.0
niah_mq_q2,16,0,19,7,3195773,One of the special magic numbers for mammoth-development is: 3195773.,26.963790893554688,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.42105263157894735,0.9473684210526315,0.21052631578947367,0.0,0.21052631578947367,0.42105263157894735
niah_mq_q2,16,1,19,7,6033115,One of the special magic numbers for undesirable-evening is: 6033115.,45.68584060668945,0.0,0.631578947368421,0.2631578947368421,0.9473684210526315,0.9473684210526315,0.0,0.0,0.631578947368421,0.9473684210526315,0.2631578947368421,0.0
niah_mq_q2,17,0,21,7,5781295,One of the special magic numbers for lewd-sherbet is: 5781295.,54.3856086730957,0.0,0.6190476190476191,0.14285714285714285,0.9523809523809523,0.9523809523809523,0.0,0.0,0.6190476190476191,0.9523809523809523,0.14285714285714285,0.0
niah_mq_q2,17,1,20,7,5098412,One of the special magic numbers for billowy-appointment is: 5098412.,25.36372947692871,0.22935599088668823,0.2,0.25,0.0,0.0,0.3,0.05,0.2,0.0,0.25,0.3
niah_mq_q2,18,0,18,7,6022741,One of the special magic numbers for unarmed-neck is: 6022741.,24.648605346679688,2.029475450515747,0.8333333333333334,0.8333333333333334,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.8333333333333334,0.9444444444444444,0.8333333333333334,0.9444444444444444
niah_mq_q2,18,1,19,7,2737893,One of the special magic numbers for ugly-bachelor is: 2737893.,44.0035514831543,0.0,1.0,0.7368421052631579,1.0,1.0,0.9473684210526315,0.05263157894736842,1.0,1.0,0.7368421052631579,0.9473684210526315
niah_mq_q2,19,0,20,7,5428914,One of the special magic numbers for vengeful-stream is: 5428914.,25.349538803100586,0.0,0.15,0.25,0.0,0.0,0.0,0.1,0.15,0.0,0.25,0.0
niah_mq_q2,19,1,19,7,9196204,One of the special magic numbers for quaint-sandal is: 9196204.,47.720394134521484,0.0,0.631578947368421,0.15789473684210525,0.9473684210526315,0.9473684210526315,0.0,0.05263157894736842,0.631578947368421,0.9473684210526315,0.15789473684210525,0.0
niah_mq_q2,20,0,20,7,8175395,One of the special magic numbers for scientific-walrus is: 8175395.,30.482152938842773,0.27826735377311707,0.3,0.3,0.0,0.0,0.35,0.05,0.3,0.0,0.3,0.35
niah_mq_q2,20,1,20,7,1162230,One of the special magic numbers for sharp-furnace is: 1162230.,50.26713562011719,0.0,0.6,0.15,0.95,0.95,0.0,0.0,0.6,0.95,0.15,0.0
niah_mq_q2,21,0,19,7,3138181,One of the special magic numbers for new-duck is: 3138181.,48.242393493652344,0.0,1.0,0.6842105263157895,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,1.0,0.9473684210526315,0.6842105263157895,0.9473684210526315
niah_mq_q2,21,1,20,7,3484601,One of the special magic numbers for lewd-handgun is: 3484601.,35.19266128540039,0.0,0.9,0.85,0.95,0.95,0.95,0.0,0.9,0.95,0.85,0.95
niah_mq_q2,22,0,21,7,7917152,One of the special magic numbers for dynamic-subsidiary is: 7917152.,53.65461349487305,0.0,0.5714285714285714,0.09523809523809523,1.0,1.0,0.0,0.0,0.5714285714285714,1.0,0.09523809523809523,0.0
niah_mq_q2,22,1,21,7,3726327,One of the special magic numbers for foamy-pegboard is: 3726327.,28.45902442932129,0.0,0.23809523809523808,0.23809523809523808,0.0,0.0,0.2857142857142857,0.0,0.23809523809523808,0.0,0.23809523809523808,0.2857142857142857
niah_mq_q2,23,0,19,7,5163555,One of the special magic numbers for uncovered-bungalow is: 5163555.,24.526634216308594,1.407690167427063,0.8947368421052632,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.8947368421052632,0.9473684210526315,0.8947368421052632,0.9473684210526315
niah_mq_q2,23,1,19,7,3670896,One of the special magic numbers for gorgeous-slope is: 3670896.,45.88972854614258,0.0,1.0,0.7894736842105263,1.0,1.0,0.9473684210526315,0.0,1.0,1.0,0.7894736842105263,0.9473684210526315
niah_mq_q2,24,0,19,7,6507321,One of the special magic numbers for marked-mitten is: 6507321.,43.85007095336914,0.0,0.7894736842105263,0.10526315789473684,0.9473684210526315,0.9473684210526315,0.0,0.0,0.7894736842105263,0.9473684210526315,0.10526315789473684,0.0
niah_mq_q2,24,1,20,7,4240180,One of the special magic numbers for troubled-tinderbox is: 4240180.,22.572717666625977,0.05145636945962906,0.25,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0
niah_mq_q2,25,0,19,7,2818692,One of the special magic numbers for alleged-eagle is: 2818692.,51.22243881225586,0.0,1.0,0.7368421052631579,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,1.0,0.9473684210526315,0.7368421052631579,0.9473684210526315
niah_mq_q2,25,1,20,7,5453786,One of the special magic numbers for eager-replication is: 5453786.,32.595027923583984,0.0,0.95,0.9,0.95,0.95,0.95,0.0,0.95,0.95,0.9,0.95
niah_mq_q2,26,0,20,7,7462506,One of the special magic numbers for condemned-vignette is: 7462506.,47.91289520263672,0.0,1.0,0.85,0.95,0.95,0.95,0.0,1.0,0.95,0.85,0.95
niah_mq_q2,26,1,19,7,9580255,One of the special magic numbers for nostalgic-inbox is: 9580255.,21.91640853881836,0.0,1.0,0.8421052631578947,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,1.0,0.9473684210526315,0.8421052631578947,0.9473684210526315
niah_mq_q2,27,0,20,7,9722815,One of the special magic numbers for abaft-blueberry is: 9722815.,48.11857223510742,0.0,1.0,0.85,0.95,0.95,0.95,0.05,1.0,0.95,0.85,0.95
niah_mq_q2,27,1,20,7,8315831,One of the special magic numbers for whimsical-coaster is: 8315831.,23.408262252807617,0.0,0.85,0.9,0.95,0.95,0.95,0.0,0.85,0.95,0.9,0.95
niah_mq_q2,28,0,20,7,6266630,One of the special magic numbers for tacit-excerpt is: 6266630.,48.066871643066406,0.0,1.0,0.75,0.95,0.95,0.95,0.05,1.0,0.95,0.75,0.95
niah_mq_q2,28,1,19,7,6539837,One of the special magic numbers for bitter-lap is: 6539837.,20.145000457763672,0.0,0.9473684210526315,0.8421052631578947,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.9473684210526315,0.9473684210526315,0.8421052631578947,0.9473684210526315
niah_mq_q2,29,0,19,7,3919694,One of the special magic numbers for upbeat-doll is: 3919694.,49.29081344604492,0.0,0.6842105263157895,0.21052631578947367,0.9473684210526315,0.9473684210526315,0.42105263157894735,0.0,0.6842105263157895,0.9473684210526315,0.21052631578947367,0.42105263157894735
niah_mq_q2,29,1,19,7,7361002,One of the special magic numbers for ultra-vodka is: 7361002.,25.928007125854492,0.20160233974456787,0.2631578947368421,0.3157894736842105,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.3157894736842105,0.0
niah_mq_q2,30,0,21,7,8418210,One of the special magic numbers for nutty-cabana is: 8418210.,28.4940242767334,0.0,0.19047619047619047,0.2857142857142857,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.0,0.19047619047619047,0.047619047619047616,0.2857142857142857,0.2857142857142857
niah_mq_q2,30,1,19,7,4585314,One of the special magic numbers for unsuitable-common is: 4585314.,46.08570861816406,0.0,0.5789473684210527,0.15789473684210525,0.9473684210526315,0.9473684210526315,0.0,0.0,0.5789473684210527,0.9473684210526315,0.15789473684210525,0.0
niah_mq_q2,31,0,19,7,6623525,One of the special magic numbers for ugly-paragraph is: 6623525.,53.632991790771484,0.0,1.0,0.7894736842105263,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,1.0,0.9473684210526315,0.7894736842105263,0.9473684210526315
niah_mq_q2,31,1,20,7,9647849,One of the special magic numbers for hallowed-sill is: 9647849.,26.691486358642578,0.0,1.0,0.9,0.95,0.95,0.95,1.0,1.0,0.95,0.9,0.95
niah_mq_q2,32,0,20,7,4262081,One of the special magic numbers for motionless-estimate is: 4262081.,22.842029571533203,1.8927632570266724,0.2,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.0
niah_mq_q2,32,1,18,7,7442089,One of the special magic numbers for witty-writing is: 7442089.,40.66810989379883,0.0,0.6111111111111112,0.2222222222222222,0.9444444444444444,0.9444444444444444,0.0,0.05555555555555555,0.6111111111111112,0.9444444444444444,0.2222222222222222,0.0
niah_mq_q2,33,0,19,7,8132769,One of the special magic numbers for clever-rowing is: 8132769.,51.10331726074219,0.0,0.9473684210526315,0.8421052631578947,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.9473684210526315,0.9473684210526315,0.8421052631578947,0.9473684210526315
niah_mq_q2,33,1,20,7,1093026,One of the special magic numbers for towering-yeast is: 1093026.,27.350067138671875,0.0,1.0,0.8,0.95,0.95,0.95,0.0,1.0,0.95,0.8,0.95
niah_mq_q2,34,0,18,7,8481188,One of the special magic numbers for needless-location is: 8481188.,45.50829315185547,0.0,0.5,0.1111111111111111,0.9444444444444444,0.9444444444444444,0.0,0.0,0.5,0.9444444444444444,0.1111111111111111,0.0
niah_mq_q2,34,1,20,7,9468772,One of the special magic numbers for substantial-fedelini is: 9468772.,25.83778190612793,0.0,0.3,0.25,0.0,0.0,0.4,0.0,0.3,0.0,0.25,0.4
niah_mq_q2,35,0,19,7,9130188,One of the special magic numbers for receptive-handlebar is: 9130188.,51.25988006591797,0.0,1.0,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,1.0,0.9473684210526315,0.8947368421052632,0.9473684210526315
niah_mq_q2,35,1,19,7,5652512,One of the special magic numbers for functional-panic is: 5652512.,22.66960906982422,0.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
niah_mq_q2,36,0,21,7,3563646,One of the special magic numbers for lucky-kohlrabi is: 3563646.,50.189571380615234,0.0,0.6666666666666666,0.14285714285714285,0.9523809523809523,0.9523809523809523,0.0,0.0,0.6666666666666666,0.9523809523809523,0.14285714285714285,0.0
niah_mq_q2,36,1,21,7,4879923,One of the special magic numbers for delightful-impairment is: 4879923.,25.59037971496582,0.0,0.19047619047619047,0.23809523809523808,0.0,0.0,0.2857142857142857,0.9523809523809523,0.19047619047619047,0.0,0.23809523809523808,0.2857142857142857
niah_mq_q2,37,0,19,7,1098919,One of the special magic numbers for permissible-packaging is: 1098919.,43.171470642089844,0.0,0.6842105263157895,0.3157894736842105,0.9473684210526315,0.9473684210526315,0.0,0.0,0.6842105263157895,0.9473684210526315,0.3157894736842105,0.0
niah_mq_q2,37,1,20,7,7381734,One of the special magic numbers for small-penicillin is: 7381734.,25.133995056152344,0.0,0.25,0.25,0.0,0.0,0.4,0.0,0.25,0.0,0.25,0.4
niah_mq_q2,38,0,20,7,4681284,One of the special magic numbers for political-maestro is: 4681284.,44.478485107421875,0.0,1.0,0.7,0.95,0.95,0.95,0.0,1.0,0.95,0.7,0.95
niah_mq_q2,38,1,20,7,4700025,One of the special magic numbers for rough-extremist is: 4700025.,23.564279556274414,0.0,1.0,0.8,0.95,0.95,0.95,0.0,1.0,0.95,0.8,0.95
niah_mq_q2,39,0,19,7,1454696,One of the special magic numbers for makeshift-bear is: 1454696.,22.35092544555664,0.09908115118741989,0.15789473684210525,0.21052631578947367,0.0,0.0,0.3684210526315789,0.0,0.15789473684210525,0.0,0.21052631578947367,0.3684210526315789
niah_mq_q2,39,1,20,7,8190929,One of the special magic numbers for breezy-scalp is: 8190929.,48.52519989013672,0.0,0.65,0.1,0.95,0.95,0.0,0.0,0.65,0.95,0.1,0.0
niah_mq_q2,40,0,18,7,4551070,One of the special magic numbers for imperfect-pin is: 4551070.,53.13612365722656,0.0,1.0,0.7777777777777778,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,1.0,0.9444444444444444,0.7777777777777778,0.9444444444444444
niah_mq_q2,40,1,19,7,7360307,One of the special magic numbers for glamorous-nightmare is: 7360307.,28.49349594116211,0.0,0.8947368421052632,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8947368421052632,0.8947368421052632,0.9473684210526315,0.8947368421052632,0.9473684210526315
niah_mq_q2,41,0,19,7,8072684,One of the special magic numbers for guarded-wasp is: 8072684.,22.86901092529297,0.0,0.8947368421052632,0.8421052631578947,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.8947368421052632,0.9473684210526315,0.8421052631578947,0.9473684210526315
niah_mq_q2,41,1,19,7,2374158,One of the special magic numbers for gainful-status is: 2374158.,43.48054885864258,0.0,1.0,0.7368421052631579,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,1.0,0.9473684210526315,0.7368421052631579,0.9473684210526315
niah_mq_q2,42,0,19,7,3556551,One of the special magic numbers for synonymous-beak is: 3556551.,21.450138092041016,1.8025000095367432,0.2631578947368421,0.2631578947368421,0.0,0.0,0.3157894736842105,0.0,0.2631578947368421,0.0,0.2631578947368421,0.3157894736842105
niah_mq_q2,42,1,21,7,3117636,One of the special magic numbers for foregoing-syndicate is: 3117636.,58.33612823486328,0.0,0.7142857142857143,0.09523809523809523,0.9523809523809523,0.9523809523809523,0.0,0.5714285714285714,0.7142857142857143,0.9523809523809523,0.09523809523809523,0.0
niah_mq_q2,43,0,19,7,1430812,One of the special magic numbers for cloudy-palm is: 1430812.,26.025474548339844,0.8587998151779175,0.21052631578947367,0.2631578947368421,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.2631578947368421,0.0
niah_mq_q2,43,1,20,7,7296605,One of the special magic numbers for humorous-pantsuit is: 7296605.,51.006248474121094,0.0,0.6,0.15,0.95,0.95,0.0,0.0,0.6,0.95,0.15,0.0
niah_mq_q2,44,0,20,7,9488613,One of the special magic numbers for billowy-dealing is: 9488613.,55.927974700927734,0.0,0.7,0.1,1.0,1.0,0.0,0.0,0.7,1.0,0.1,0.0
niah_mq_q2,44,1,21,7,7217147,One of the special magic numbers for typical-revitalisation is: 7217147.,26.759098052978516,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.0,0.3333333333333333,0.3333333333333333
niah_mq_q2,45,0,20,7,8307727,One of the special magic numbers for overrated-pile is: 8307727.,43.11764144897461,0.0,0.7,0.2,0.95,0.95,0.0,0.0,0.7,0.95,0.2,0.0
niah_mq_q2,45,1,20,7,9111742,One of the special magic numbers for super-friendship is: 9111742.,23.330188751220703,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.2,0.0,0.35,0.0
niah_mq_q2,46,0,19,7,5091349,One of the special magic numbers for odd-dirndl is: 5091349.,45.537384033203125,0.0,1.0,0.7894736842105263,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,1.0,0.7894736842105263,0.9473684210526315
niah_mq_q2,46,1,19,7,5679639,One of the special magic numbers for broken-captor is: 5679639.,23.6959228515625,0.0,0.9473684210526315,0.8421052631578947,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.9473684210526315,0.9473684210526315,0.8421052631578947,0.9473684210526315
niah_mq_q2,47,0,20,7,4050766,One of the special magic numbers for immense-sausage is: 4050766.,44.06250762939453,0.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
niah_mq_q2,47,1,19,7,9293086,One of the special magic numbers for adjoining-jam is: 9293086.,21.889680862426758,0.0,0.9473684210526315,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.05263157894736842,0.9473684210526315,0.9473684210526315,0.8947368421052632,0.9473684210526315
niah_mq_q2,48,0,20,7,5691890,One of the special magic numbers for itchy-quota is: 5691890.,25.520906448364258,0.0,0.95,0.85,0.95,0.95,0.95,0.0,0.95,0.95,0.85,0.95
niah_mq_q2,48,1,21,7,5635017,One of the special magic numbers for square-utensil is: 5635017.,44.265113830566406,0.0,1.0,0.7142857142857143,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,0.7142857142857143,1.0
niah_mq_q2,49,0,19,7,5031966,One of the special magic numbers for political-vol is: 5031966.,51.85348129272461,0.0,1.0,0.6842105263157895,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,0.9473684210526315,0.6842105263157895,0.9473684210526315
niah_mq_q2,49,1,19,7,7818732,One of the special magic numbers for frail-flute is: 7818732.,32.75941848754883,0.0,0.9473684210526315,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8947368421052632,0.9473684210526315
niah_mq_q2,50,0,21,7,8138769,One of the special magic numbers for jealous-undershirt is: 8138769.,49.576332092285156,0.0,0.6190476190476191,0.19047619047619047,0.9523809523809523,0.9523809523809523,0.0,0.14285714285714285,0.6190476190476191,0.9523809523809523,0.19047619047619047,0.0
niah_mq_q2,50,1,21,7,9907391,One of the special magic numbers for screeching-combine is: 9907391.,23.57721519470215,0.0,0.19047619047619047,0.2857142857142857,0.0,0.0,0.2857142857142857,0.047619047619047616,0.19047619047619047,0.0,0.2857142857142857,0.2857142857142857
niah_mq_q2,51,0,20,7,4630331,One of the special magic numbers for eminent-scientist is: 4630331.,51.41115188598633,0.0,0.6,0.2,0.95,0.95,0.0,0.0,0.6,0.95,0.2,0.0
niah_mq_q2,51,1,21,7,4106298,One of the special magic numbers for romantic-harpooner is: 4106298.,26.675609588623047,0.5517939925193787,0.2857142857142857,0.19047619047619047,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.19047619047619047,0.2857142857142857
niah_mq_q2,52,0,19,7,5970190,One of the special magic numbers for encouraging-vitamin is: 5970190.,31.095169067382812,0.0,0.9473684210526315,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.9473684210526315,0.9473684210526315,0.8947368421052632,0.9473684210526315
niah_mq_q2,52,1,20,7,7054579,One of the special magic numbers for finicky-cope is: 7054579.,49.83710861206055,0.0,1.0,0.7,0.95,0.95,0.95,0.0,1.0,0.95,0.7,0.95
niah_mq_q2,53,0,20,7,1763626,One of the special magic numbers for grouchy-bongo is: 1763626.,26.302453994750977,0.0,0.95,0.9,0.95,0.95,0.95,0.0,0.95,0.95,0.9,0.95
niah_mq_q2,53,1,19,7,5901239,One of the special magic numbers for astonishing-grove is: 5901239.,56.096351623535156,0.0,1.0,0.7894736842105263,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,0.9473684210526315,0.7894736842105263,0.9473684210526315
niah_mq_q2,54,0,19,7,5770422,One of the special magic numbers for sloppy-passion is: 5770422.,23.84480094909668,0.8313586711883545,0.9473684210526315,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.9473684210526315,0.9473684210526315,0.8947368421052632,0.9473684210526315
niah_mq_q2,54,1,19,7,9031491,One of the special magic numbers for panoramic-deputy is: 9031491.,42.71239471435547,0.0,1.0,0.7894736842105263,1.0,0.9473684210526315,0.9473684210526315,0.0,1.0,1.0,0.7894736842105263,0.9473684210526315
niah_mq_q2,55,0,20,7,3503120,One of the special magic numbers for demonic-mid-course is: 3503120.,33.1057243347168,0.0,0.25,0.25,0.0,0.0,0.0,0.05,0.25,0.0,0.25,0.0
niah_mq_q2,55,1,20,7,6097514,One of the special magic numbers for shivering-runaway is: 6097514.,49.543521881103516,0.0,0.5,0.1,0.95,0.95,0.0,0.0,0.5,0.95,0.1,0.0
